epoch,train_loss,train_bal_acc,train_sens,train_spec,val_loss,val_bal_acc,val_sens,val_spec,val_auc,val_sens_Disease_Risk,val_spec_Disease_Risk,val_sens_DR,val_spec_DR,val_sens_ARMD,val_spec_ARMD,val_sens_MH,val_spec_MH,val_sens_DN,val_spec_DN,val_sens_MYA,val_spec_MYA,val_sens_BRVO,val_spec_BRVO,val_sens_TSLN,val_spec_TSLN,val_sens_ERM,val_spec_ERM,val_sens_LS,val_spec_LS,val_sens_MS,val_spec_MS,val_sens_CSR,val_spec_CSR,val_sens_ODC,val_spec_ODC,val_sens_CRVO,val_spec_CRVO,val_sens_TV,val_spec_TV,val_sens_AH,val_spec_AH,val_sens_ODP,val_spec_ODP,val_sens_ODE,val_spec_ODE,val_sens_ST,val_spec_ST,val_sens_AION,val_spec_AION,val_sens_PT,val_spec_PT,val_sens_RT,val_spec_RT,val_sens_RS,val_spec_RS,val_sens_CRS,val_spec_CRS,val_sens_EDN,val_spec_EDN,val_sens_RPEC,val_spec_RPEC,val_sens_MHL,val_spec_MHL,val_sens_RP,val_spec_RP,val_sens_OTHER,val_spec_OTHER
10,0.529709,0.867614,0.826087,0.909142,1.480587,0.847476,0.803005,0.891948,0.866959,0.796443,0.925373,0.886364,0.858268,0.973684,0.828904,0.754902,0.947955,0.847826,0.569024,0.970588,0.925743,0.826087,0.902755,0.938462,0.873043,0.571428,0.867299,0.882353,0.821830,0.800000,0.856693,0.909091,0.912560,0.666667,0.732394,0.750000,0.982595,0.000000,0.959248,0.750000,0.973270,0.653846,0.796417,0.857143,0.975767,0.000000,1.000000,0.800000,0.966929,1.000000,0.946708,1.000000,0.958991,1.000000,0.900958,0.727273,0.798092,0.800000,0.960630,0.333333,0.862776,0.333333,0.959184,0.500000,0.954545,0.428571,0.830372
11,0.462608,0.881316,0.841416,0.921216,1.694007,0.856606,0.801336,0.911877,0.861377,0.828063,0.955224,0.863636,0.856299,0.947368,0.865449,0.794118,0.944238,0.760870,0.730640,0.970588,0.917492,0.652174,0.928687,0.907692,0.886957,0.142857,0.938389,0.882353,0.845907,0.800000,0.924409,1.000000,0.922099,0.611111,0.781690,1.000000,0.954114,0.000000,0.989028,0.750000,0.948113,0.730769,0.726384,0.857143,0.938611,0.000000,0.998428,0.800000,0.974803,1.000000,0.967085,1.000000,0.954259,1.000000,0.936102,0.727273,0.842607,0.600000,0.960630,0.166667,0.930599,0.333333,0.948195,0.500000,0.981191,0.238095,0.886914
12,0.365475,0.891821,0.856187,0.927455,1.969146,0.863305,0.788815,0.937795,0.867003,0.810277,0.977612,0.901515,0.868110,0.921053,0.862126,0.872549,0.910781,0.717391,0.777778,0.970588,0.920792,0.826087,0.933549,0.938462,0.850435,0.285714,0.951027,0.647059,0.948636,0.600000,0.957480,1.000000,0.914149,0.541667,0.880282,1.000000,0.958861,0.000000,0.984326,1.000000,0.981132,0.346154,0.899023,0.904762,0.956381,0.000000,1.000000,0.800000,0.977953,1.000000,0.978056,1.000000,0.976341,0.857143,0.974441,0.454545,0.937997,0.800000,0.971654,0.333333,0.949527,0.333333,0.968603,0.500000,0.987461,0.142857,0.924071
13,0.343579,0.899860,0.863434,0.936286,2.184284,0.855651,0.762104,0.949199,0.874827,0.788538,0.985075,0.886364,0.874016,0.894737,0.906977,0.735294,0.975836,0.695652,0.803030,1.000000,0.938944,0.695652,0.943274,0.953846,0.880000,0.285714,0.974724,0.647059,0.956661,0.600000,0.963780,0.909091,0.939587,0.569444,0.866197,1.000000,0.968354,0.000000,0.985893,0.500000,0.992138,0.307692,0.920195,0.761905,0.966074,0.000000,1.000000,0.800000,0.984252,0.500000,0.978056,1.000000,0.973186,0.857143,0.972843,0.545454,0.947536,0.800000,0.970079,0.333333,0.962145,0.333333,0.970173,0.500000,0.989028,0.285714,0.927302
14,0.305943,0.907246,0.871795,0.942698,2.182257,0.855679,0.767112,0.944246,0.873647,0.790514,0.992537,0.924242,0.807087,0.815789,0.900332,0.705882,0.975836,0.695652,0.750842,0.882353,0.958746,0.695652,0.952998,0.923077,0.883478,0.285714,0.947867,0.823529,0.910112,0.400000,0.974803,0.818182,0.957075,0.638889,0.830986,1.000000,0.984177,0.000000,0.982759,1.000000,0.981132,0.615385,0.879479,0.809524,0.974152,0.000000,0.995283,0.800000,0.979528,1.000000,0.971787,1.000000,0.977918,0.857143,0.985623,0.363636,0.968203,0.800000,0.974803,0.333333,0.946372,0.333333,0.968603,0.500000,0.993730,0.095238,0.959612
15,0.265488,0.913061,0.876533,0.949589,2.330085,0.868763,0.786311,0.951215,0.875570,0.824111,0.985075,0.916667,0.875984,0.789474,0.916944,0.843137,0.931227,0.608696,0.850168,0.911765,0.947195,0.739130,0.957861,0.938462,0.893913,0.285714,0.969984,0.764706,0.930979,0.400000,0.977953,0.909091,0.965024,0.638889,0.790493,1.000000,0.971519,0.000000,0.989028,0.750000,0.982704,0.461538,0.933225,0.761905,0.972536,0.000000,0.995283,0.800000,0.987402,0.500000,0.981191,1.000000,0.974763,1.000000,0.961661,0.454545,0.952305,0.600000,0.976378,0.333333,0.962145,0.333333,0.979592,0.500000,0.992163,0.095238,0.957997
16,0.230923,0.917326,0.881550,0.953102,2.513670,0.863943,0.772120,0.955765,0.879214,0.812253,0.977612,0.909091,0.877953,0.842105,0.913621,0.823529,0.931227,0.673913,0.789562,0.852941,0.955446,0.739130,0.952998,0.892308,0.897391,0.285714,0.976303,0.588235,0.971108,0.400000,0.977953,0.909091,0.968203,0.611111,0.867958,1.000000,0.979430,0.000000,0.996865,0.750000,0.990566,0.346154,0.931596,0.761905,0.969305,0.000000,1.000000,0.800000,0.981102,1.000000,0.979624,1.000000,0.982650,0.928571,0.977636,0.363636,0.965024,0.800000,0.974803,0.166667,0.971609,0.333333,0.989011,0.500000,0.993730,0.142857,0.946688
17,0.212756,0.928096,0.898272,0.957921,2.593996,0.863829,0.768781,0.958876,0.877374,0.806324,1.000000,0.916667,0.874016,0.842105,0.910299,0.823529,0.940520,0.565217,0.853535,0.911765,0.950495,0.739130,0.941653,0.892308,0.913043,0.285714,0.974724,0.705882,0.958266,0.400000,0.979528,0.909091,0.971383,0.625000,0.860915,1.000000,0.982595,0.000000,0.990596,0.750000,0.992138,0.269231,0.929967,0.761905,0.980614,0.000000,1.000000,0.800000,0.990551,0.500000,0.981191,1.000000,0.979495,0.928571,0.980831,0.545454,0.965024,0.800000,0.974803,0.166667,0.968454,0.333333,0.990581,0.500000,0.992163,0.095238,0.967690
18,0.206704,0.927959,0.894370,0.961549,2.606022,0.862533,0.767112,0.957954,0.879833,0.798419,1.000000,0.886364,0.895669,0.868421,0.908638,0.843137,0.925651,0.652174,0.835017,0.941176,0.948845,0.739130,0.965964,0.892308,0.913043,0.285714,0.973144,0.588235,0.966292,0.400000,0.979528,0.909091,0.969793,0.625000,0.852113,1.000000,0.981013,0.000000,0.995298,0.750000,0.993711,0.269231,0.933225,0.809524,0.972536,0.000000,1.000000,0.800000,0.985827,0.500000,0.973354,1.000000,0.979495,0.928571,0.982428,0.454545,0.966614,0.800000,0.977953,0.166667,0.962145,0.333333,0.990581,0.500000,0.992163,0.095238,0.949919
19,0.197318,0.930656,0.900780,0.960531,2.622089,0.863627,0.768781,0.958473,0.880293,0.800395,0.992537,0.909091,0.885827,0.868421,0.915282,0.843137,0.927509,0.652174,0.836700,0.911765,0.950495,0.739130,0.964344,0.892308,0.916522,0.285714,0.969984,0.588235,0.959872,0.400000,0.979528,0.909091,0.971383,0.625000,0.860915,1.000000,0.981013,0.000000,0.995298,0.750000,0.992138,0.269231,0.933225,0.761905,0.972536,0.000000,1.000000,0.800000,0.985827,0.500000,0.978056,1.000000,0.977918,0.928571,0.984026,0.454545,0.965024,0.800000,0.977953,0.166667,0.968454,0.333333,0.990581,0.500000,0.992163,0.095238,0.953150
20,0.198398,0.929805,0.898829,0.960781,2.614726,0.865095,0.772120,0.958069,0.880476,0.800395,0.992537,0.909091,0.879921,0.842105,0.911960,0.843137,0.933086,0.673913,0.826599,0.911765,0.950495,0.739130,0.965964,0.907692,0.911304,0.285714,0.969984,0.588235,0.961477,0.400000,0.979528,0.909091,0.971383,0.638889,0.855634,1.000000,0.982595,0.000000,0.995298,0.750000,0.992138,0.307692,0.926710,0.761905,0.974152,0.000000,1.000000,0.800000,0.984252,0.500000,0.979624,1.000000,0.981073,0.928571,0.987220,0.454545,0.969793,0.800000,0.977953,0.166667,0.968454,0.333333,0.990581,0.500000,0.992163,0.142857,0.953150
